siren,siret,denominationUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr�cise
953378999,95337899900015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PESSAC,,[ND],33318,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, PESSAC
953385820,95338582000022,,,96.02B,,44,,,,RUE,DU MOULIN,33340,LESPARRE-MEDOC,,,33240,,,,,332401045_B,392482.03,6475646.42,,A,,DYNAILS',96.02B,44 RUE DU MOULIN 33340 LESPARRE-MEDOC
953410610,95341061000018,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],GAILLAN-EN-MEDOC,,[ND],33177,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, GAILLAN-EN-MEDOC
953451739,95345173900015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ARTIGUES-PRES-BORDEAUX,,[ND],33013,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, ARTIGUES-PRES-BORDEAUX
953520020,95352002000017,,,96.02B,,1,,,,LIEU DIT,MINCENTS,33430,GANS,,,33180,,,,,33180qewp_B,450977.83701377455,6377727.028616609,,A,,LE BIEN-ETRE DE JOHANNA,96.02B,1 LIEU DIT MINCENTS 33430 GANS
953528593,95352859300015,JOY BROW ARTIST,,96.02B,,38,,,,RUE,MAUBEC,33210,LANGON,,,33227,,,,,332270940_B,442260.5177694484,6389166.4430065835,,A,,,96.02B,38 RUE MAUBEC 33210 LANGON
953539103,95353910300010,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BEYCHAC-ET-CAILLAU,,[ND],33049,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BEYCHAC-ET-CAILLAU
953541729,95354172900018,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CENON,,[ND],33119,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, CENON
953610599,95361059900011,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LUGOS,,[ND],33260,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LUGOS
953618048,95361804800011,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PAUILLAC,,[ND],33314,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, PAUILLAC
953652534,95365253400017,,,96.02B,,3,,,,RUE,JEAN FEUGA,33670,CREON,,,33140,,,,,331400271_B,435064.69996483484,6414114.447860123,,A,,,96.02B,3 RUE JEAN FEUGA 33670 CREON
953657988,95365798800010,BODHI DES SENS,,96.02B,,3,,,,RUE,VINEUSE,33420,RAUZAN,,,33350,,,,,333500240_B,452909.4269782958,6413808.390461025,,A,,,96.02B,3 RUE VINEUSE 33420 RAUZAN
953663242,95366324200014,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BIGANOS,,[ND],33051,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BIGANOS
953672896,95367289600024,,,96.02B,,1,B,,,AVENUE,DU GENERAL DE GAULLE,33460,MACAU,,,33262,,,,,332620360_B,415105.11,6440757.7,,A,,LE STUDI'ONGLES DE JESSICA,96.02B,"1, B AVENUE DU GENERAL DE GAULLE 33460 MACAU"
953724408,95372440800018,BEAUTE PURE,,96.02B,,1,,,,CHEMIN,DE LA GRAND FONT,33750,SAINT-QUENTIN-DE-BARON,,,33466,,,,,334660052_B,439925.35546731966,6418978.29397428,,A,,,96.02B,1 CHEMIN DE LA GRAND FONT 33750 SAINT-QUENTIN-DE-BARON
953826054,95382605400017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],GRADIGNAN,,[ND],33192,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, GRADIGNAN
953846672,95384667200012,LE NUANCIER,,96.02B,,85,B,,,AVENUE,DE VERDUN,33610,CESTAS,,,33122,,,,,331222170_B,407352.20701281494,6415070.981971927,,A,LE NUANCIER,LE NUANCIER,96.02B,"85, B AVENUE DE VERDUN 33610 CESTAS"
953886686,95388668600013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLENAVE-D'ORNON,,[ND],33550,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VILLENAVE-D'ORNON
953893443,95389344300010,,,96.02B,32 BIS,32,B,,,RUE,SALAZARD,33560,CARBON BLANC,,,33096,,,,,330960711_C,,,,A,,AS BEAUTY BAR,96.02B,"32 BIS 32, B RUE SALAZARD 33560 CARBON BLANC"
953901980,95390198000011,,,96.02B,RES SPERONE BAT B APPT 108,3,,,,RUE,DE GASSIES,33140,VILLENAVE-D'ORNON,,,33550,,,,,335500465_B,421070.2862210397,6414768.888637218,,A,,,96.02B,RES SPERONE BAT B APPT 108 3 RUE DE GASSIES 33140 VILLENAVE-D'ORNON
953908456,95390845600015,,,96.02B,,21,,,,RUE,DE LA VIEILLE CURE,33860,REIGNAC,,,33351,,,,,333510102_B,424489.0693858896,6465159.893386559,,A,,PRETTY & POWERFUL,96.02B,21 RUE DE LA VIEILLE CURE 33860 REIGNAC
953913217,95391321700022,NS BEAUTY,,96.02B,,3,,,,RUE,EUGENE TARTAS,33290,BLANQUEFORT,,,33056,,,,,330560240_B,413179.88,6430012.8,,A,,,96.02B,3 RUE EUGENE TARTAS 33290 BLANQUEFORT
953998952,95399895200014,,,96.02B,,42,,,,RUE,GUSTAVE LOUDE,33260,LA TESTE-DE-BUCH,,,33529,,,,,335291470_B,371036.9865219261,6399826.042339975,,A,,TRACY NAILS,96.02B,42 RUE GUSTAVE LOUDE 33260 LA TESTE-DE-BUCH
954059911,95405991100022,EK INSTITUT,,96.02B,,72,,,,AVENUE,CHARLES DE GAULLE,33650,LA BREDE,,,33213,,,,,332130106_B,421192.0590647081,6404736.669285602,,A,,,96.02B,72 AVENUE CHARLES DE GAULLE 33650 LA BREDE
954079414,95407941400015,,,96.02B,C,63,,,,ROUTE,DE BORDEAUX,33121,CARCANS,,,33097,,,,,330970013_B,382662.67924082495,6450327.554723571,,A,,PAUSE DE NANA,96.02B,C 63 ROUTE DE BORDEAUX 33121 CARCANS
954096095,95409609500011,,,96.02B,,5,,,,RUE,DU CARDINAL FERDINAND DONNET,33780,SOULAC-SUR-MER,,,33514,,,,,335140109_B,378210.68,6498885.29,,A,,FRAICH'BAR,96.02B,5 RUE DU CARDINAL FERDINAND DONNET 33780 SOULAC-SUR-MER
977544568,97754456800016,,,96.02B,,23,,,,RUE,DE LA MAIRIE,33180,SAINT-ESTEPHE,,,33395,,,,,333950236_B,404208.30632986536,6469358.856342665,,A,,MHBEAUTY,96.02B,23 RUE DE LA MAIRIE 33180 SAINT-ESTEPHE
977658335,97765833500012,,,96.02B,,279,,,,CHEMIN,ANDRE NORMANDIN,33340,LESPARRE-MEDOC,,,33240,,,,,332401050_B,394271.1075273229,6473140.099802414,,A,,,96.02B,279 CHEMIN ANDRE NORMANDIN 33340 LESPARRE-MEDOC
977659333,97765933300016,,,96.02B,,3,,,,IMPASSE,PIERRE BRACHET,33700,MERIGNAC,,,33281,,,,,332810436_B,413854.945533157,6421947.310373036,,A,,MARGOT MAKEUP ARTIST,96.02B,3 IMPASSE PIERRE BRACHET 33700 MERIGNAC
977729219,97772921900013,,,96.02B,,9,,,,RUE,DE CAZE,33380,MIOS,,,33284,,,,,332840032_B,389276.83538005676,6396859.517933227,,A,,COZUMELA,96.02B,9 RUE DE CAZE 33380 MIOS
977746577,97774657700013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MEDARD-EN-JALLES,,[ND],33449,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-MEDARD-EN-JALLES
977775402,97777540200018,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CENON,,[ND],33119,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, CENON
977788389,97778838900012,,,96.02B,RESIDENCE ESPRIT 30 BAT B APPRT 10,4,,,,RUE,HENRI DUNANT,33127,MARTIGNAS-SUR-JALLE,,,33273,,,,,332730073_B,401483.45273278607,6422423.090050382,,A,,MANI.HOME,96.02B,RESIDENCE ESPRIT 30 BAT B APPRT 10 4 RUE HENRI DUNANT 33127 MARTIGNAS-SUR-JALLE
977820976,97782097600016,,,96.02B,APP 7,6,,,,AVENUE,FRANCOIS MITTERRAND,33320,LE TAILLAN-MEDOC,,,33519,,,,,335190346_B,410610.91215287126,6429722.180516722,,A,,,96.02B,APP 7 6 AVENUE FRANCOIS MITTERRAND 33320 LE TAILLAN-MEDOC
977933175,97793317500019,,,96.02B,,13,,,,,BOURG-NORD,33690,COURS-LES-BAINS,,,33137,,,,,33137b009_B,459376.7804600125,6369268.082249588,,A,,L'ATELIER D'ALEX,96.02B,13 BOURG-NORD 33690 COURS-LES-BAINS
977974013,97797401300020,,,96.02B,,5,,,,RUE,RICHARD MERY,33130,BEGLES,,,33039,,,,,330391780_B,417815.27,6418563.77,,A,,BBEAUTYCARLA,96.02B,5 RUE RICHARD MERY 33130 BEGLES
978049393,97804939300017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LANSAC,,[ND],33228,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LANSAC
978066678,97806667800019,,,96.02B,A202,2,,,,RUE,DE PASTISSEY,33140,VILLENAVE-D'ORNON,,,33550,,,,,335501125_B,420994.18946858065,6414744.2719204025,,A,,,96.02B,A202 2 RUE DE PASTISSEY 33140 VILLENAVE-D'ORNON
978066892,97806689200016,E.U.R.L JOY PEREZ,,96.02B,,111,,,,ROUTE,DE TOULOUSE,33400,TALENCE,,,33522,,,,,335222530_B,417518.9392586988,6418825.910113503,,A,,L'INSTANT POUR SOI,96.02B,111 ROUTE DE TOULOUSE 33400 TALENCE
978081867,97808186700019,,,96.02B,RESIDENCE MARLY 2 APPT C 01,60,,,,RUE,DE MARLY,33700,MERIGNAC,,,33281,,,,,332811926_B,412724.76951534586,6424037.811483007,,A,,AVENAILS,96.02B,RESIDENCE MARLY 2 APPT C 01 60 RUE DE MARLY 33700 MERIGNAC
978155422,97815542200022,HAPHAP BEAUTE,,96.02B,,41,,,,RUE,DU PALAIS GALLIEN,33000,BORDEAUX,,,33063,,,,,330636875_B,417082.6969867743,6422404.383158177,,A,,VIET NAILS,96.02B,41 RUE DU PALAIS GALLIEN 33000 BORDEAUX
978160588,97816058800015,,,96.02B,RES INOA APPT B204 BAT B,176,,,,COURS,BALGUERIE STUTTENBERG,33300,BORDEAUX,,,33063,,,,,330630570_B,418585.66432797845,6424279.714871195,,A,,,96.02B,RES INOA APPT B204 BAT B 176 COURS BALGUERIE STUTTENBERG 33300 BORDEAUX
978352391,97835239100020,,,96.02B,2ET A01 RES LA PART DES ANGES-A0,67,,,,AVENUE,MIRIEU DE LABARRE,33140,VILLENAVE-D'ORNON,,,33550,,,,,335500757_B,420399.27,6416080.09,,A,TN SERVICES,TANIA LASH STUDIO,96.02B,2ET A01 RES LA PART DES ANGES-A0 67 AVENUE MIRIEU DE LABARRE 33140 VILLENAVE-D'ORNON
978381770,97838177000012,SOPHARA NAILS STUDIO,,96.02B,,187,,,,AVENUE,DU MARECHAL DE LATTRE DE TASSIGNY,33200,BORDEAUX,,,33063,,,,,330636000_B,414567.98725550156,6423895.962740829,,A,SOPHARA NAILS STUDIO,SOPHARA NAILS STUDIO,96.02B,187 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 33200 BORDEAUX
978393361,97839336100016,,,96.02B,,1,B,,,ALLEE,DES BRUYERES,33138,LANTON,,,33229,,,,,332290722_B,379808.4593261365,6411211.921447072,,A,,ANAIS ANAIS,96.02B,"1, B ALLEE DES BRUYERES 33138 LANTON"
978437580,97843758000019,,,96.02B,,15,,,,RUE,DES FLANDRES,33560,CARBON-BLANC,,,33096,,,,,330960396_B,423173.01698633214,6427156.108290832,,A,,,96.02B,15 RUE DES FLANDRES 33560 CARBON-BLANC
978446904,97844690400010,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CARBON-BLANC,,[ND],33096,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, CARBON-BLANC
978455400,97845540000017,,,96.02B,,83,,,,ALLEE,ALBERT SCHWEITZER,33127,SAINT-JEAN-D'ILLAC,,,33422,,,,,334220007_B,401854.3091958825,6418893.3775446685,,A,,MODEL MICHEL DELHOMMEAU,96.02B,83 ALLEE ALBERT SCHWEITZER 33127 SAINT-JEAN-D'ILLAC
978456374,97845637400013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BIGANOS,,[ND],33051,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BIGANOS
978492064,97849206400016,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MONTAGNE,,[ND],33290,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, MONTAGNE
978562171,97856217100014,,,96.02B,,117,,,,RUE,DE LEYSOTTE,33400,TALENCE,,,33522,,,,,,,,,A,,AM NAILS&BEAUTY,96.02B,117 RUE DE LEYSOTTE 33400 TALENCE
978576262,97857626200015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BOURG,,[ND],33067,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BOURG
978628188,97862818800010,,,96.02B,,21,,,,ROUTE,DE BOUTIN-SIMON,33450,SAINT-SULPICE-ET-CAMEYRAC,,,33483,,,,,334830154_B,434081.5324674202,6428354.834476516,,A,,SUBLIMEE.REGARD,96.02B,21 ROUTE DE BOUTIN-SIMON 33450 SAINT-SULPICE-ET-CAMEYRAC
978656213,97865621300011,,,96.02B,BAT C2 APPT 304,4,,,,AVENUE,PIERRE MENDES FRANCE,33320,LE TAILLAN-MEDOC,,,33519,,,,,335190532_B,410681.9004129483,6429782.369504493,,A,,K'MANE NAILS,96.02B,BAT C2 APPT 304 4 AVENUE PIERRE MENDES FRANCE 33320 LE TAILLAN-MEDOC
978658276,97865827600016,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],GRADIGNAN,,[ND],33192,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, GRADIGNAN
978667269,97866726900010,,,96.02B,,5,,,,IMPASSE,DU CHATEAU,33680,LACANAU,,,33214,,,,,332140445_B,378360.434275867,6439275.195925646,,A,,MP,96.02B,5 IMPASSE DU CHATEAU 33680 LACANAU
978671907,97867190700019,,,96.02B,,6,,,,RUE,DE LA RELLE SUD,33370,FARGUES-SAINT-HILAIRE,,,33165,,,,,33165ob2w_B,428164.4049488808,6419673.73996516,,A,,BEAUTIFUL NAILS BY LUDY,96.02B,6 RUE DE LA RELLE SUD 33370 FARGUES-SAINT-HILAIRE
978701985,97870198500019,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COUTRAS,,[ND],33138,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, COUTRAS
978709426,97870942600024,,,96.02B,A,1,,,,ROUTE,DE L'ARGILEYRE,33770,SALLES,,,33498,,,,,334980006_B,392763.16620579665,6391489.018714218,,A,LE SALON D'AXELLE,LE SALON D'AXELLE,96.02B,A 1 ROUTE DE L'ARGILEYRE 33770 SALLES
978713436,97871343600019,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],COURS-DE-MONSEGUR,,[ND],33136,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, COURS-DE-MONSEGUR
978731925,97873192500019,,,96.02B,1 ETAGE  APPT 194,25,,,,RUE,DE LA CIBOULETTE,33600,PESSAC,,,33318,,,,,333180942_B,411718.66832961934,6417681.098441705,,A,,,96.02B,1 ETAGE  APPT 194 25 RUE DE LA CIBOULETTE 33600 PESSAC
978764355,97876435500019,,,96.02B,,7,,,,RUE,DES BERNACHES,33980,AUDENGE,,,33019,,,,,330190098_B,382883.4927432607,6407804.761084416,,A,,M BIEN ETRE,96.02B,7 RUE DES BERNACHES 33980 AUDENGE
978823409,97882340900013,,,96.02B,APPT 102,,,,,ALLEE,ARISTIDE BRIAND,33127,SAINT-JEAN-D'ILLAC,,,33422,,,,,334220017_B,401748.12099280505,6419122.853246511,,A,,LASHES BY TINA,96.02B,APPT 102  ALLEE ARISTIDE BRIAND 33127 SAINT-JEAN-D'ILLAC
978835189,97883518900017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MARANSIN,,[ND],33264,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, MARANSIN
978851269,97885126900016,CENTRE LASER ESTHETIQUE BORDEAUX OCEAN,,96.02B,,171,,,,AVENUE,VICTOR HUGO,33110,LE BOUSCAT,,,33069,,,,,330691700_B,416457.0447736398,6425203.755211571,,A,,,96.02B,171 AVENUE VICTOR HUGO 33110 LE BOUSCAT
978860286,97886028600019,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],PESSAC,,[ND],33318,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, PESSAC
978882538,97888253800017,,,96.02B,BATIMENT B,2,,,,RUE,DE GASSIES,33140,VILLENAVE-D'ORNON,,,33550,,,,,335500465_B,421060.7458152992,6414759.197342906,,A,,BADEE NAILS,96.02B,BATIMENT B 2 RUE DE GASSIES 33140 VILLENAVE-D'ORNON
978914133,97891413300019,,,96.02B,,21,,,,RUE,DE FOURNEY,33270,BOULIAC,,,33065,,,,,330650072_B,423515.9017151936,6418913.290971219,,A,,L'ATELIER MARIE-ROSE,96.02B,21 RUE DE FOURNEY 33270 BOULIAC
978945178,97894517800017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
978946895,97894689500015,LE SALON DES NANAS,,96.02B,,8,,,,BOULEVARD,DU PRESIDENT FRANKLIN ROOSEVELT,33800,BORDEAUX,,,33063,,,,,330637560_B,416909.1472046759,6419968.527594368,,A,,LE BOUDOIR GEORGE V,96.02B,8 BOULEVARD DU PRESIDENT FRANKLIN ROOSEVELT 33800 BORDEAUX
978946895,97894689500023,LE SALON DES NANAS,,96.02B,SIBLU LES VIVIERS,1,,,,AVENUE,LEON LESCA,33950,LEGE-CAP-FERRET,,,33236,,,,,332361656_B,368095.93,6412660.31,,A,,LE SPA DES VIVIERS,96.02B,SIBLU LES VIVIERS 1 AVENUE LEON LESCA 33950 LEGE-CAP-FERRET
978998243,97899824300015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VENDAYS-MONTALIVET,,[ND],33540,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VENDAYS-MONTALIVET
979020997,97902099700024,,,96.02B,,9,,,,PLACE,PAUL ET JEAN-PAUL AVISSEAU,33300,BORDEAUX,,,33063,,,,,330636997_B,418289.24861149286,6423720.849227214,,A,,CHLO'ESTHETIQUE,96.02B,9 PLACE PAUL ET JEAN-PAUL AVISSEAU 33300 BORDEAUX
979028545,97902854500015,,,96.02B,,12,,,,RUE,FERNAND SOORS,33140,VILLENAVE-D'ORNON,,,33550,,,,,335500398_B,418008.610546045,6414250.260109971,,A,,,96.02B,12 RUE FERNAND SOORS 33140 VILLENAVE-D'ORNON
979036837,97903683700016,,,96.02B,ETG 3,441,,,,ROUTE,DE TOULOUSE,33140,VILLENAVE-D'ORNON,,,33550,,,,,335501440_B,417970.07622223475,6416565.667940557,,A,,,96.02B,ETG 3 441 ROUTE DE TOULOUSE 33140 VILLENAVE-D'ORNON
979057817,97905781700012,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VAYRES,,[ND],33539,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VAYRES
979069358,97906935800021,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLENAVE-D'ORNON,,[ND],33550,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VILLENAVE-D'ORNON
979072832,97907283200012,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-ANDRE-DE-CUBZAC,,[ND],33366,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-ANDRE-DE-CUBZAC
979098704,97909870400013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],FLOIRAC,,[ND],33167,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, FLOIRAC
979103017,97910301700013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
979155298,97915529800016,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],TALENCE,,[ND],33522,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, TALENCE
979172491,97917249100024,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
979179660,97917966000019,,,96.02B,,5,,,,SENTE,DES RADOUBS,33300,BORDEAUX,,,33063,,,,,330637762_B,419445.63939616794,6424935.379276565,,A,,NASTY BABY NAILS,96.02B,5 SENTE DES RADOUBS 33300 BORDEAUX
979179926,97917992600014,,,96.02B,,,,,,CHEMIN,DE MARCHES,33670,LE POUT,,,33335,,,,,333350050_B,434270.3783677989,6417742.985726869,,A,,,96.02B, CHEMIN DE MARCHES 33670 LE POUT
979213436,97921343600012,,,96.02B,,6,,,,AVENUE,GEORGES CLEMENCEAU,33500,LIBOURNE,,,33243,,,,,332430580_B,444271.6905040117,6429655.491110113,,A,ICONIC GLAM,,96.02B,6 AVENUE GEORGES CLEMENCEAU 33500 LIBOURNE
979306578,97930657800019,,,96.02B,,8,,,,RTE,DES EYCARDS,33460,MARGAUX-CANTENAC,,,33268,,,,,,,,,A,,NAILS'ON,96.02B,8 RTE DES EYCARDS 33460 MARGAUX-CANTENAC
979320108,97932010800033,,,96.02B,,33,,,,COURS,DE LA MARTINIQUE,33000,BORDEAUX,,,33063,,,,,330636115_B,417965.37,6423554.16,,A,,,96.02B,33 COURS DE LA MARTINIQUE 33000 BORDEAUX
979336179,97933617900010,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
979346558,97934655800013,PERLLIANCE,,96.02B,,188,B,,,AVENUE,DE L'ARGONNE,33700,MERIGNAC,,,33281,,,,,332810185_B,407710.1810486381,6420154.551787358,,A,,PERLLIANCE,96.02B,"188, B AVENUE DE L'ARGONNE 33700 MERIGNAC"
979346806,97934680600016,,THIAME NAIL'S,96.02B,,1,,,,RUE,VICTOR RIGAL,33380,MARCHEPRIME,,,33555,,,,,335550330_B,395320.93183994765,6407585.7939007925,,A,,THIAME NAIL'S,96.02B,1 RUE VICTOR RIGAL 33380 MARCHEPRIME
979389426,97938942600011,,,96.02B,,20,,,,RUE,BLAISE CENDRARS,33140,VILLENAVE-D'ORNON,,,33550,,,,,335500155_B,418480.48227049864,6413603.53757035,,A,,DOLCE AESTHETICS STUDIO,96.02B,20 RUE BLAISE CENDRARS 33140 VILLENAVE-D'ORNON
979394723,97939472300014,,,96.02B,,5,,,,RUE,DES LENDEMAINS,33300,BORDEAUX,,,33063,,,,,330635331_B,418171.6137565955,6426011.755050235,,A,,ELENA BARANOVA BEAUTE,96.02B,5 RUE DES LENDEMAINS 33300 BORDEAUX
979416310,97941631000014,,,96.02B,,3,,,,RUE,COLI,33130,BEGLES,,,33039,,,,,330390560_B,418094.7294619282,6418917.0463300925,,A,,L'ATELIER NAILS S,96.02B,3 RUE COLI 33130 BEGLES
979416583,97941658300016,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],NERIGEAN,,[ND],33303,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, NERIGEAN
979430667,97943066700019,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
979434172,97943417200016,,,96.02B,,106,,,,RUE,DU PRADAS,33700,MERIGNAC,,,33281,,,,,332812420_B,410698.1982067983,6420870.036361926,,A,,L'UNE ET SENS,96.02B,106 RUE DU PRADAS 33700 MERIGNAC
979477064,97947706400013,,,96.02B,,39,B,,,ROUTE,DU CAPLANNE,33770,SALLES,,,33498,,,,,334980050_B,389441.5986335613,6391358.308202867,,A,,LE BOUDOIR D'EDEN,96.02B,"39, B ROUTE DU CAPLANNE 33770 SALLES"
979494481,97949448100026,,,96.02B,,31,,,,RUE,JEAN-JACQUES ROUSSEAU,33340,LESPARRE-MEDOC,,,33240,,,,,332400720_B,391431.88,6475183.49,,A,,ALISS'ONGLE PARADISE,96.02B,31 RUE JEAN-JACQUES ROUSSEAU 33340 LESPARRE-MEDOC
979513496,97951349600021,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ARCACHON,,[ND],33009,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, ARCACHON
979515871,97951587100015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BRANNE,,[ND],33071,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BRANNE
979531811,97953181100011,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CARTELEGUE,,[ND],33101,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, CARTELEGUE
979552320,97955232000017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LORMONT,,[ND],33249,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LORMONT
