siren,siret,denominationUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,Adresse pr�cise
948972286,94897228600017,,,96.02B,,1,,,,CHEMIN,DE LA PALUE,33390,FOURS,,,33172,,,,,331720210_B,413004.0220411364,6459849.411129745,,A,,KELLY NAILS,96.02B,1 CHEMIN DE LA PALUE 33390 FOURS
948981121,94898112100015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLENAVE-D'ORNON,,[ND],33550,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VILLENAVE-D'ORNON
949025118,94902511800017,,,96.02B,,47,,,,RUE,DE SAINT ROMAIN,33240,CADILLAC-EN-FRONSADAIS,,,33082,,,,,330820200_B,433048.0879787732,6435480.6333212415,,A,,LASHES'BAR,96.02B,47 RUE DE SAINT ROMAIN 33240 CADILLAC-EN-FRONSADAIS
949038590,94903859000012,MSH BEAUTY,,96.02B,CENTRE COMMERCIAL MARBOTIN,30,,,,AVENUE,DE BELFORT,33700,MERIGNAC,,,33281,,,,,332810300_B,411769.9988278379,6421120.273092936,,A,,MSH BARBER,96.02B,CENTRE COMMERCIAL MARBOTIN 30 AVENUE DE BELFORT 33700 MERIGNAC
949067417,94906741700012,,,96.02B,,12,,,,RUE,DU CHENE VERT,33480,MOULIS-EN-MEDOC,,,33297,,,,,332970500_B,405477.74701614206,6448885.621690415,,A,,LES ONGLES DE NANIE,96.02B,12 RUE DU CHENE VERT 33480 MOULIS-EN-MEDOC
949132732,94913273200015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-JEAN-D'ILLAC,,[ND],33422,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-JEAN-D'ILLAC
949141725,94914172500026,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EYSINES,,[ND],33162,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, EYSINES
949171334,94917133400012,LE 36 BIS,,96.02B,,36,B,,,RUE,VITAL CARLES,33000,BORDEAUX,,,33063,,,,,330639445_B,417344.5355033068,6421973.783870708,,A,,,96.02B,"36, B RUE VITAL CARLES 33000 BORDEAUX"
949193908,94919390800017,,,96.02B,,35,T,,,RUE,D'ARSONVAL,33230,COUTRAS,,,33138,,,,,331380035_B,454505.5877547392,6443025.743298181,,A,,DEBORAH BEAUTY,96.02B,"35, T RUE D'ARSONVAL 33230 COUTRAS"
949244941,94924494100017,,,96.02B,,3,,,,RUE,JACQUES CAMILLE PARIS,33300,BORDEAUX,,,33063,,,,,330634512_B,416810.3696006613,6424079.291370681,,A,,,96.02B,3 RUE JACQUES CAMILLE PARIS 33300 BORDEAUX
949250088,94925008800018,,,96.02B,,19,,,,RUE,DE CASTOR,33114,LE BARP,,,33029,,,,,330290026_B,401007.2952098656,6396728.09699625,,A,,L'ATELIER BY SAN,96.02B,19 RUE DE CASTOR 33114 LE BARP
949268932,94926893200017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],EYSINES,,[ND],33162,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, EYSINES
949274252,94927425200012,BEAUTYHOP,,96.02B,,120,,,,RUE,NATIONALE,33240,SAINT-ANDRE-DE-CUBZAC,,,33366,,,,,333660750_B,428428.2071824016,6438716.270544789,,A,,BEAUTYHOP,96.02B,120 RUE NATIONALE 33240 SAINT-ANDRE-DE-CUBZAC
949292825,94929282500013,,,96.02B,BATIMENT 4 APP103,9,,,,RUE,NAUDET,33170,GRADIGNAN,,,33192,,,,,331928126_B,414457.53893704305,6416384.869426744,,A,,,96.02B,BATIMENT 4 APP103 9 RUE NAUDET 33170 GRADIGNAN
949293328,94929332800017,,,96.02B,,94,,,,COURS,DE LA SOMME,33800,BORDEAUX,,,33063,,,,,330638705_B,417727.9493683572,6420610.524345971,,A,,POSIE,96.02B,94 COURS DE LA SOMME 33800 BORDEAUX
949353304,94935330400015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BLANQUEFORT,,[ND],33056,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BLANQUEFORT
949483978,94948397800019,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SADIRAC,,[ND],33363,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SADIRAC
949528053,94952805300018,STB2L,,96.02B,,11,,,,AVENUE,DU HAUT LEVEQUE,33600,PESSAC,,,33318,,,,,333181610_B,410427.82495724637,6417670.725861142,,A,ESTHETIC CENTER,,96.02B,11 AVENUE DU HAUT LEVEQUE 33600 PESSAC
949542187,94954218700016,,,96.02B,,57,,,,RUE,DU MEDOC,33185,LE HAILLAN,,,33200,,,,,332000587_B,409954.4191633018,6427487.148907779,,A,,J LOVELY,96.02B,57 RUE DU MEDOC 33185 LE HAILLAN
949553002,94955300200013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MARCHEPRIME,,[ND],33555,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, MARCHEPRIME
949572549,94957254900010,,,96.02B,RESIDENCE AUGUSTA  APP 203,81,,,,AVENUE,DE SAINT-MEDARD,33320,EYSINES,,,33162,,,,,331620540_B,412266.1628785848,6424707.7517552,,A,,RIVE DOUCE,96.02B,RESIDENCE AUGUSTA  APP 203 81 AVENUE DE SAINT-MEDARD 33320 EYSINES
949575906,94957590600019,,,96.02B,,4,,,,LIEU DIT,LE PETIT PIRON,33230,ABZAC,,,33001,,,,,33001b121_B,453259.8756547445,6439129.87778454,,A,,INFINITY NAILS,96.02B,4 LIEU DIT LE PETIT PIRON 33230 ABZAC
949630354,94963035400015,,,96.02B,,4,,,,ROUTE,DES CLAVERIES,33210,FARGUES,,,33164,,,,,331640018_B,437630.4818911665,6386493.707691951,,A,,DIVIGNE & SENS,96.02B,4 ROUTE DES CLAVERIES 33210 FARGUES
949645683,94964568300010,,,96.02B,,16,,,,RUE,DE REGANO,33670,CREON,,,33140,,,,,331400837_B,434514.3927469108,6413689.025156476,,A,,CAMEIRA.BEAUTY,96.02B,16 RUE DE REGANO 33670 CREON
949653042,94965304200018,,,96.02B,24 AV DU DR FERNAND GROSSE APPT 34,,,,,AVENUE,DU DOCTEUR FERNAND GROSSE,33700,MERIGNAC,,,33281,,,,,332810770_B,411722.8288541046,6422935.05818765,,A,,CKZ NAILS,96.02B,24 AV DU DR FERNAND GROSSE APPT 34  AVENUE DU DOCTEUR FERNAND GROSSE 33700 MERIGNAC
949715833,94971583300016,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MACAU,,[ND],33262,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, MACAU
949746812,94974681200013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BRUGES,,[ND],33075,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BRUGES
949774939,94977493900019,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE TAILLAN-MEDOC,,[ND],33519,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LE TAILLAN-MEDOC
949804967,94980496700014,,,96.02B,,20,B,,,RUE,COMMANDERIE DES TEMPLIERS,33440,AMBARES-ET-LAGRAVE,,,33003,,,,,330030173_B,425710.4224808493,6430593.801514792,,A,,FA'CILS 33,96.02B,"20, B RUE COMMANDERIE DES TEMPLIERS 33440 AMBARES-ET-LAGRAVE"
949861322,94986132200012,,,96.02B,,38,,,,RUE,DU MARECHAL FOCH (PROLONGEE),33440,AMBARES-ET-LAGRAVE,,,33003,,,,,330030366_B,426539.6383417048,6431384.902306964,,A,,SYIAR.BEAUTY,96.02B,38 RUE DU MARECHAL FOCH (PROLONGEE) 33440 AMBARES-ET-LAGRAVE
949916183,94991618300013,,,96.02B,,46,,,,RTE,D ARSAC,33460,MARGAUX-CANTENAC,,,33268,,,,,,,,,A,,NAIL'S BY ELO,96.02B,46 RTE D ARSAC 33460 MARGAUX-CANTENAC
949952410,94995241000015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LUGOS,,[ND],33260,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LUGOS
950361709,95036170900013,,,96.02B,,178,,,,ROUTE,DE TOULOUSE,33130,BEGLES,,,33039,,,,,330391930_B,417578.1837617598,6418342.684513384,,A,,,96.02B,178 ROUTE DE TOULOUSE 33130 BEGLES
950361840,95036184000016,,,96.02B,,2,,,,RUE,CURIE,33600,PESSAC,,,33318,,,,,333180979_C,,,,A,VENUS BEAUTE,VB,96.02B,2 RUE CURIE 33600 PESSAC
950363192,95036319200036,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],GRADIGNAN,,[ND],33192,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, GRADIGNAN
950909523,95090952300017,L'INSTANT L,,96.02B,,3,,,,ESPACE,FRANCOIS MITTERRAND,33290,PAREMPUYRE,,,33312,,,,,333124huo_B,415805.66682559636,6434044.951901387,,A,,,96.02B,3 ESPACE FRANCOIS MITTERRAND 33290 PAREMPUYRE
950933812,95093381200022,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MERIGNAC,,[ND],33281,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, MERIGNAC
951000967,95100096700012,,,96.02B,RESID LA FACTORY APP B51,6,,,,RUE,CHARLES DURAND,33300,BORDEAUX,,,33063,,,,,330631935_B,419090.48771297146,6424339.4342207555,,A,,,96.02B,RESID LA FACTORY APP B51 6 RUE CHARLES DURAND 33300 BORDEAUX
951057835,95105783500021,,,96.02B,,39,,,,RUE,COLBERT,33000,BORDEAUX,,,33063,,,,,330632150_B,416563.9,6422958.19,,A,,A MAIN LEVEE,96.02B,39 RUE COLBERT 33000 BORDEAUX
951060896,95106089600010,,,96.02B,,1,,,,AVENUE,DE LA GARDETTE,33310,LORMONT,,,33249,,,,,332490314_B,422706.9542324353,6426852.643313978,,A,,GLAM NAILS / GLAM,96.02B,1 AVENUE DE LA GARDETTE 33310 LORMONT
951085885,95108588500014,,,96.02B,,23,,,,RUE,FRANCOIS MAURIAC,33720,PODENSAC,,,33327,,,,,333270285_B,433435.40205005615,6400441.223991097,,A,,HAYA BEAUTE,96.02B,23 RUE FRANCOIS MAURIAC 33720 PODENSAC
951092113,95109211300012,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SOUSSANS,,[ND],33517,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SOUSSANS
951103159,95110315900012,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CADAUJAC,,[ND],33080,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, CADAUJAC
951119163,95111916300016,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLENAVE-D'ORNON,,[ND],33550,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VILLENAVE-D'ORNON
951126804,95112680400016,,,96.02B,,1,B,,,RUE,DEYME,33000,BORDEAUX,,,33063,,,,,330632650_C,,,,A,,,96.02B,"1, B RUE DEYME 33000 BORDEAUX"
951132620,95113262000018,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LIBOURNE,,[ND],33243,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LIBOURNE
951145242,95114524200016,,,96.02B,,154,,,,ROUTE,DE PARIS,33910,SAINT-DENIS-DE-PILE,,,33393,,,,,333930230_B,447008.2407638716,6436268.76600133,,A,,EMINSTITUT,96.02B,154 ROUTE DE PARIS 33910 SAINT-DENIS-DE-PILE
951173087,95117308700010,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLENAVE-D'ORNON,,[ND],33550,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, VILLENAVE-D'ORNON
951197565,95119756500017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CENAC,,[ND],33118,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, CENAC
951278225,95127822500010,,,96.02B,,2,,,,RUE,PHILIPPE DESTRIBATS,33140,VILLENAVE-D'ORNON,,,33550,,,,,335501151_B,420335.9276128663,6415179.001058072,,A,,C.BELEZA,96.02B,2 RUE PHILIPPE DESTRIBATS 33140 VILLENAVE-D'ORNON
951306919,95130691900014,,,96.02B,RES  COTE GREEN APPT A107,4,,,,AVENUE,DU PORT AERIEN,33600,PESSAC,,,33318,,,,,333182790_B,407770.5759688094,6415816.949972044,,A,,L&A LASHES,96.02B,RES  COTE GREEN APPT A107 4 AVENUE DU PORT AERIEN 33600 PESSAC
951321728,95132172800010,,,96.02B,,19,B,,,RUE,DU GEN DE CASTELNAU,33115,LA TESTE DE BUCH,,,33529,,,,,335291260_C,,,,A,,KA'NAILS ONGLERIE,96.02B,"19, B RUE DU GEN DE CASTELNAU 33115 LA TESTE DE BUCH"
951353200,95135320000011,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BIGANOS,,[ND],33051,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BIGANOS
951388800,95138880000017,,,96.02B,,42,,,,AVENUE,DE LA REPUBLIQUE,33450,SAINT-LOUBES,,,33433,,,,,334330861_B,429451.7356446334,6430113.457667259,,A,,,96.02B,42 AVENUE DE LA REPUBLIQUE 33450 SAINT-LOUBES
951511260,95151126000014,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],CENON,,[ND],33119,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, CENON
951575893,95157589300015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],MERIGNAC,,[ND],33281,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, MERIGNAC
951591452,95159145200010,,KDN MAKEUP,96.02B,RESIDENCE BRIGITTE NEGRE,8,,,,RUE,LOUISE MICHEL,33500,LIBOURNE,,,33243,,,,,332430903_B,444158.48230635247,6429816.212473367,,A,,KDN MAKEUP,96.02B,RESIDENCE BRIGITTE NEGRE 8 RUE LOUISE MICHEL 33500 LIBOURNE
951598507,95159850700048,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-CAPRAIS-DE-BORDEAUX,,[ND],33381,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-CAPRAIS-DE-BORDEAUX
951645860,95164586000010,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LESPARRE-MEDOC,,[ND],33240,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LESPARRE-MEDOC
951647056,95164705600013,,,96.02B,RES LA POUDRIERE MAISON 10,51,,,,RUE,JULES FERRY,33160,SAINT-MEDARD-EN-JALLES,,,33449,,,,,334490675_B,408836.7919246919,6427394.305911006,,A,,JADE BEAUTY,96.02B,RES LA POUDRIERE MAISON 10 51 RUE JULES FERRY 33160 SAINT-MEDARD-EN-JALLES
951686492,95168649200012,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
951708254,95170825400010,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LORMONT,,[ND],33249,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LORMONT
951727304,95172730400036,,,96.02B,,257,,,,BOULEVARD,GODARD,33110,LE BOUSCAT,,,33069,,,,,330690740_B,417505.36,6424861.39,,A,,,96.02B,257 BOULEVARD GODARD 33110 LE BOUSCAT
951735281,95173528100010,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
951779792,95177979200021,BAPTISTEDDBS,,96.02B,11H,11,,,,CHEMIN,DU TRONQUERA,33460,SOUSSANS,,,33517,,,,,335171040_B,407589.58,6446918.51,,A,,,96.02B,11H 11 CHEMIN DU TRONQUERA 33460 SOUSSANS
951800085,95180008500015,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
951848662,95184866200023,,,96.02B,RESIDENCE DELORIA APT 104 BAT A,15,,,,RUE,GEORGES JEROME DURET,33310,LORMONT,,,33249,,,,,332490347_B,423046.0,6425313.97,,A,,,96.02B,RESIDENCE DELORIA APT 104 BAT A 15 RUE GEORGES JEROME DURET 33310 LORMONT
951854934,95185493400019,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-MEDARD-EN-JALLES,,[ND],33449,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-MEDARD-EN-JALLES
951867969,95186796900010,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-LAURENT-MEDOC,,[ND],33424,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-LAURENT-MEDOC
951958248,95195824800019,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],HOURTIN,,[ND],33203,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, HOURTIN
951972579,95197257900027,,,96.02B,RES HAENDEL APT 212,16,,,,RUE,DES FRERES PORTMANN,33300,BORDEAUX,,,33063,,,,,330633755_B,417413.33,6424242.71,,A,,VSKN BROWS,96.02B,RES HAENDEL APT 212 16 RUE DES FRERES PORTMANN 33300 BORDEAUX
951975887,95197588700013,,,96.02B,,102,,,,AVENUE,GEORGES CLEMENCEAU,33400,TALENCE,,,33522,,,,,335221260_B,415626.8277013348,6418049.531317139,,A,,,96.02B,102 AVENUE GEORGES CLEMENCEAU 33400 TALENCE
952063352,95206335200019,,,96.02B,,8,,,,LIEU DIT,BAUDRIT,33910,SAINT-MARTIN-DU-BOIS,,,33445,,,,,33445gdht_B,443637.91537181794,6442047.772726503,,A,,BEAUTE & DETENTE BY HORTENSE,96.02B,8 LIEU DIT BAUDRIT 33910 SAINT-MARTIN-DU-BOIS
952075323,95207532300016,T.L.A,,96.02B,,180,,,,COURS,DE L'YSER,33800,BORDEAUX,,,33063,,,,,330639500_B,417829.8264229483,6420116.7012315765,,A,,,96.02B,180 COURS DE L'YSER 33800 BORDEAUX
952077360,95207736000016,,,96.02B,APT 6522,65,,,,RUE,ANDRE MESSAGER,33520,BRUGES,,,33075,,,,,330750025_B,416890.3242854926,6426367.491335338,,A,,L'FEE LES ONGLES,96.02B,APT 6522 65 RUE ANDRE MESSAGER 33520 BRUGES
952184109,95218410900017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-LAURENT-MEDOC,,[ND],33424,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-LAURENT-MEDOC
952243988,95224398800013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA TESTE-DE-BUCH,,[ND],33529,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LA TESTE-DE-BUCH
952262095,95226209500013,,,96.02B,,13,,,,AVENUE,GAMBETTA,33700,MERIGNAC,,,33281,,,,,332811080_B,413356.5764384219,6419800.15019279,,A,,LM ONGLES ET BEAUTE,96.02B,13 AVENUE GAMBETTA 33700 MERIGNAC
952270296,95227029600017,,,96.02B,RESIDENCE ODEON,88,,,,RUE,PIERRE TREBOD,33300,BORDEAUX,,,33063,,,,,330637325_B,416847.65570961055,6424440.3909739535,,A,,,96.02B,RESIDENCE ODEON 88 RUE PIERRE TREBOD 33300 BORDEAUX
952283141,95228314100010,,,96.02B,,3,,,,ALLEE,DES ROSES,33141,VILLEGOUGE,,,33548,,,,,335480220_B,438958.7705841396,6435166.968038357,,A,,DES GRIFFES DE SAUTERELLE,96.02B,3 ALLEE DES ROSES 33141 VILLEGOUGE
952293900,95229390000017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
952315299,95231529900018,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],SAINT-LAURENT-MEDOC,,[ND],33424,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, SAINT-LAURENT-MEDOC
952316701,95231670100012,,MA'LAHSES,96.02B,VILLENAVE D'ORNON BAT E ENTREE,,,,,CHEMIN,DE SARCIGNAN,33140,VILLENAVE-D'ORNON,,,33550,,,,,335501355_B,417528.6497101378,6415081.734685937,,A,,MA'LASHES,96.02B,VILLENAVE D'ORNON BAT E ENTREE  CHEMIN DE SARCIGNAN 33140 VILLENAVE-D'ORNON
952381366,95238136600014,,,96.02B,,195,,,,COURS,DE LA SOMME,33800,BORDEAUX,,,33063,,,,,330638705_B,417686.4199366154,6420140.648343617,,A,,,96.02B,195 COURS DE LA SOMME 33800 BORDEAUX
952402568,95240256800010,,,96.02B,,641,,,,ROUTE,DU LAVOIR,33190,CAMIRAN,,,33087,,,,,33087usun_B,456329.21,6397105.24,,A,,PAULINE REGNIER,96.02B,641 ROUTE DU LAVOIR 33190 CAMIRAN
952442481,95244248100018,,,96.02B,,47,,,,LOTISSEMENT,BRANET,33650,SAUCATS,,,33501,,,,,33501a005_B,414090.5847921386,6401922.707927092,,A,,AU FIL DU TEMPS,96.02B,47 LOTISSEMENT BRANET 33650 SAUCATS
952461614,95246161400010,,,96.02B,,16,,,,AVENUE,DE L’OCEAN,33680,LE PORGE,,,33333,,,,,333330144_B,376443.141841442,6427800.97147918,,A,LE PALAIS DU REGARD,LE PALAIS DU REGARD,96.02B,16 AVENUE DE L’OCEAN 33680 LE PORGE
952464295,95246429500015,,,96.02B,,5,,,,LIEU DIT,GUEYNOTTE,33420,ESPIET,,,33157,,,,,33157gvws_B,442040.14580325154,6416635.011656958,,A,,JOLIES MAINS,96.02B,5 LIEU DIT GUEYNOTTE 33420 ESPIET
952636355,95263635500010,,,96.02B,APPT 5121,5,,,,RUE,JEAN POMMIES,33520,BRUGES,,,33075,,,,,330750206_B,417170.0672507557,6425860.351231643,,A,,BLONDIE NAILS,96.02B,APPT 5121 5 RUE JEAN POMMIES 33520 BRUGES
952668788,95266878800013,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LANTON,,[ND],33229,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, LANTON
952792067,95279206700011,,,96.02B,RES PONANT TERRE SUD APPT N24,10,,,,AVENUE,DANIELLE MITTERRAND,33130,BEGLES,,,33039,,,,,330390645_B,418142.68531892996,6415994.490992107,,A,,ESTHETIC BEAUTY,96.02B,RES PONANT TERRE SUD APPT N24 10 AVENUE DANIELLE MITTERRAND 33130 BEGLES
952814085,95281408500017,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BIGANOS,,[ND],33051,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BIGANOS
952815926,95281592600011,,,96.02B,,56,,,,AVENUE,DE LA COTE D’ARGENT,33470,LE TEICH,,,33527,,,,,335270058_B,381237.42919059127,6400870.232876169,,A,,NEVES BEAUTY,96.02B,56 AVENUE DE LA COTE D’ARGENT 33470 LE TEICH
952837060,95283706000013,AQUARELLE INSTITUT,,96.02B,,3,,,,PLACE,JEAN JAURES,33700,MERIGNAC,,,33281,,,,,332811480_B,412164.31973292155,6423576.224447416,,A,,AQUARELLE INSTITUT,96.02B,3 PLACE JEAN JAURES 33700 MERIGNAC
952867745,95286774500012,,,96.02B,,8,,,,RUE,DE MAUPEREY,33350,SAINT-MAGNE-DE-CASTILLON,,,33437,,,,,334373750_B,456411.56679332606,6423384.622514325,,A,,GLAM AND NAIL'S,96.02B,8 RUE DE MAUPEREY 33350 SAINT-MAGNE-DE-CASTILLON
952973865,95297386500027,,,96.02B,,10,,,,ALLEE,RENE CASSAGNE,33310,LORMONT,,,33249,,,,,332490645_B,422847.84,6425090.97,,A,,KRYS ATELIER,96.02B,10 ALLEE RENE CASSAGNE 33310 LORMONT
953039898,95303989800036,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],GRADIGNAN,,[ND],33192,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, GRADIGNAN
953055340,95305534000012,,,96.02B,,9,,,,RUE,DE LA FON DE MADRAN,33600,PESSAC,,,33318,,,,,333181264_B,411197.02028714004,6418718.619288858,,A,,EDEN'AILS,96.02B,9 RUE DE LA FON DE MADRAN 33600 PESSAC
953064722,95306472200010,,,96.02B,,18,,,,RESIDENCE,LES GRANDS CHAMPS,33230,COUTRAS,,,33138,,,,,33138a036_B,454273.90832925367,6442443.804240463,,A,,NALIH.NAILS,96.02B,18 RESIDENCE LES GRANDS CHAMPS 33230 COUTRAS
953197787,95319778700013,AETERNA,,96.02B,105-111,105,,,,AVENUE,LOUIS BARTHOU,33000,BORDEAUX,,,33063,,,,,33063os67_B,414675.6128704495,6423539.908317324,,A,AETERNA,AETERNA,96.02B,105-111 105 AVENUE LOUIS BARTHOU 33000 BORDEAUX
953258068,95325806800014,[ND],[ND],96.02B,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,[ND],33063,[ND],[ND],,,[ND],[ND],[ND],,A,[ND],[ND],96.02B, BORDEAUX
953300845,95330084500013,,,96.02B,,3,B,,,RUE,PIERRE BERAUD,33133,GALGON,,,33179,,,,,331790275_B,442383.73817262147,6437401.580566431,,A,,AU COMPTOIR DES NANAS,96.02B,"3, B RUE PIERRE BERAUD 33133 GALGON"
953335551,95333555100016,,,96.02B,RDC  APPT 6,4,,,,RUE,PAUL VALERY,33127,MARTIGNAS SUR JALLE,,,33273,,,,,332730151_C,,,,A,,,96.02B,RDC  APPT 6 4 RUE PAUL VALERY 33127 MARTIGNAS SUR JALLE
